"model","lambda_rule","term","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","sign_consistency"
"pooled_lasso_state_interactions","1se","coc_high_school_graduate_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_homeownership_rate_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_housing_cost_burdened_households_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_housing_supply_growth_rate_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_housing_units_per_1000_residents:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_international_migration_rate_per_1000:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_multifamily_permit_share_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_multifamily_permit_share_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_permits_per_1000_housing_units",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_permits_per_1000_housing_units:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_population_density_per_sq_mile:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_population_growth_rate_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_poverty_all_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_poverty_all_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_poverty_child_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_poverty_child_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_real_gdp_per_capita_2017_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_real_median_household_income_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_real_median_household_income_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_real_per_capita_personal_income_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_real_per_capita_personal_income_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_unemployment_rate_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_anticamping_strictness",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_anticamping_strictness:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_average_student_debt_per_borrower",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_average_student_debt_per_borrower:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_avg_household_size",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_avg_household_size:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_avg_in_state_tuition",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_avg_in_state_tuition:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_home_price_to_income_ratio",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_home_price_to_income_ratio:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_homeless_funding_per_capita:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_labor_force_participation",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_labor_force_participation:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_medicaid_expansion",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_medicaid_expansion:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_pct_age_18_24",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_pct_age_18_24:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_pct_age_65plus",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_pct_age_65plus:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_home_price_growth_pct",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_home_price_growth_pct:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_median_home_price_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_median_home_price_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_median_rent_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_median_rent_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_minimum_wage_2025_usd",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_real_minimum_wage_2025_usd:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_rental_vacancy_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_rental_vacancy_rate:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_serious_mental_illness_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_serious_mental_illness_rate:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_ssi_state_supplement",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_ssi_state_supplement:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_substance_use_disorder_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_substance_use_disorder_rate:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_tanf_max_benefit_3person",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_tanf_max_benefit_3person:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_uninsured_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","state_uninsured_rate:FL",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","min","coc_hic_psh_beds_per_10k",8,8,1,13.6855868810471,3.33435538151998,13.6855868810471,1
"pooled_lasso_state_interactions","min","coc_hic_temporary_beds_per_10k",8,8,1,8.72913354428324,0.693778555545908,8.72913354428324,1
"pooled_lasso_state_interactions","min","coc_housing_cost_burdened_households_pct",8,8,1,7.42558418740253,4.12137816346174,7.42558418740253,1
"pooled_lasso_state_interactions","min","coc_log_estimated_population",8,8,1,-7.31098958568414,0.796774115380227,-7.31098958568414,1
"pooled_lasso_state_interactions","min","coc_hic_temporary_beds_per_10k:FL",8,8,1,-6.32251657632719,2.16918373557048,-6.32251657632719,1
"pooled_lasso_state_interactions","min","coc_population_density_per_sq_mile",8,8,1,-5.62851516116744,1.70482311725191,-5.62851516116744,1
"pooled_lasso_state_interactions","min","coc_homeownership_rate_pct:FL",8,8,1,3.89486841192756,2.63669110417678,3.89486841192756,1
"pooled_lasso_state_interactions","min","coc_group_quarters_per_1000_residents",8,8,1,1.61799299499055,0.529275051670554,1.61799299499055,1
"pooled_lasso_state_interactions","min","control_state_florida",8,8,1,1.4012024847335,10.9160104625133,1.4012024847335,0.5
"pooled_lasso_state_interactions","min","coc_annual_hpi_change_pct",8,8,1,-0.700233960130276,0.26145484103165,-0.700233960130276,1
"pooled_lasso_state_interactions","min","control_time_index",8,8,1,0.290184484506807,0.385966392315051,0.290184484506807,0.75
"pooled_lasso_state_interactions","min","coc_population_growth_rate_pct",8,7,0.875,-1.50819471123938,0.882839172661729,-1.72365109855929,1
"pooled_lasso_state_interactions","min","coc_annual_hpi_change_pct:FL",8,6,0.75,-1.27291231648561,0.866672761169257,-1.69721642198081,1
"pooled_lasso_state_interactions","min","coc_income_inequality_ratio:FL",8,6,0.75,-0.932400359472685,0.677742650892741,-1.24320047929691,1
"pooled_lasso_state_interactions","min","coc_housing_units_per_1000_residents",8,6,0.75,0.847899743373488,0.75426830631737,1.13053299116465,1
"pooled_lasso_state_interactions","min","coc_contributing_counties",8,6,0.75,-0.132256145477385,0.12368668681649,-0.17634152730318,1
"pooled_lasso_state_interactions","min","coc_log_estimated_population:FL",8,5,0.625,-4.59946693310216,4.40849593148305,-7.35914709296346,1
"pooled_lasso_state_interactions","min","coc_high_school_graduate_pct:FL",8,5,0.625,-2.84981076778695,3.55903445729988,-4.55969722845912,1
"pooled_lasso_state_interactions","min","coc_income_inequality_ratio",8,5,0.625,-2.39007626792795,2.4727463281896,-3.82412202868471,1
"pooled_lasso_state_interactions","min","coc_housing_units_per_1000_residents:FL",8,5,0.625,-1.52089294775246,1.31246761260632,-2.43342871640393,1
"pooled_lasso_state_interactions","min","coc_international_migration_rate_per_1000:FL",8,5,0.625,-1.25519922357996,1.28814063530591,-2.00831875772793,1
"pooled_lasso_state_interactions","min","state_real_home_price_growth_pct",8,5,0.625,0.168384938310609,0.212203936872414,0.269415901296975,1
"pooled_lasso_state_interactions","min","coc_international_migration_rate_per_1000",8,4,0.5,-0.654445255705475,1.17147356131773,-1.30889051141095,1
"pooled_lasso_state_interactions","min","state_homeless_funding_per_capita",8,4,0.5,0.629444410795432,0.787423097264837,1.25888882159086,1
"pooled_lasso_state_interactions","min","coc_housing_supply_growth_rate_pct:FL",8,4,0.5,0.620106859899998,0.870692872675617,1.2402137198,1
"pooled_lasso_state_interactions","min","coc_multifamily_permit_share_pct:FL",8,4,0.5,-0.471486421104345,0.622190213011875,-0.942972842208689,1
"pooled_lasso_state_interactions","min","coc_poverty_child_pct",8,4,0.5,-0.399906865501058,0.554521077167359,-0.799813731002116,1
"pooled_lasso_state_interactions","min","state_rental_vacancy_rate:FL",8,3,0.375,0.655749280291169,1.19561492410301,1.74866474744312,1
"pooled_lasso_state_interactions","min","coc_unemployment_rate_pct",8,3,0.375,-0.553296588338566,1.24421906420612,-1.47545756890284,1
"pooled_lasso_state_interactions","min","state_real_minimum_wage_2025_usd",8,3,0.375,0.23173692490182,0.379428024745005,0.617965133071519,1
