"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"FL-512 | 2017","Florida","FL",2017,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",445,18.2606804462992,179,266,59.7752808988764,295,150,42,40,16,0,243693,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2018","Florida","FL",2018,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",342,13.4744340343716,178,164,47.953216374269,219,123,65,30,25,0,253814,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2019","Florida","FL",2019,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",356,13.4506105670415,156,200,56.1797752808989,236,120,14,25,8,0,264672,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2020","Florida","FL",2020,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",367,13.2434080665707,162,205,55.858310626703,270,97,40,26,29,0,277119,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2021","Florida","FL",2021,"FL-512","St. Johns County CoC","Sheltered and full unsheltered count",420,14.3172707191361,129,291,,336,84,67,31,17,1,293352,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2022","Florida","FL",2022,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",349,11.3442441775423,107,242,69.3409742120344,305,44,75,20,17,0,307645,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2023","Florida","FL",2023,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",435,13.553344092923,152,283,65.0574712643678,360,75,133,28,15,0,320954,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2024","Florida","FL",2024,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",442,13.259973480053,175,267,60.4072398190045,362,80,122,16,28,0,333334,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-512 | 2025","Florida","FL",2025,"FL-512","St. Johns County CoC","Sheltered and Unsheltered Count",320,9.23979580051281,179,141,44.0625,234,86,106,16,32,0,346328,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2010","Florida","FL",2010,"FL-513","Palm Bay, Melbourne/Brevard County CoC","No 2010 PIT Count",1221,22.4462970963205,1002,219,17.9361179361179,881,340,112,,,0,543965,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2011","Florida","FL",2011,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1907,35.0320284959007,690,1217,63.8175144205558,1298,609,136,355,,0,544359,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2012","Florida","FL",2012,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",2062,37.6988697652139,743,1319,63.9670223084384,1386,676,138,352,,0,546966,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2013","Florida","FL",2013,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1567,28.4777057909515,707,860,54.8819400127632,1065,502,107,262,,0,550255,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2014","Florida","FL",2014,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered-Only Count",1477,26.5863615745174,617,860,58.2261340555179,1043,434,117,333,,0,555548,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2015","Florida","FL",2015,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1072,18.9484326888745,684,388,36.1940298507463,616,456,148,193,59,0,565746,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2016","Florida","FL",2016,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",827,14.3358861727171,644,183,22.1281741233374,505,322,163,160,60,0,576874,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2017","Florida","FL",2017,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",845,14.3763961692434,592,253,29.9408284023669,583,262,153,210,55,0,587769,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2018","Florida","FL",2018,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered-Only Count",734,12.3319270904213,481,253,34.4686648501362,521,213,108,169,88,0,595203,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2019","Florida","FL",2019,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",815,13.539510451173,418,397,48.7116564417178,604,211,195,182,47,0,601942,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2020","Florida","FL",2020,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",940,15.4410979606252,366,574,61.063829787234,718,222,231,119,46,0,608765,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2021","Florida","FL",2021,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered-Only Count",432,6.98929602257284,432,0,,272,160,15,120,39,1,618088,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2022","Florida","FL",2022,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",916,14.4975017132692,473,443,48.3624454148472,730,186,288,155,34,0,631833,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2023","Florida","FL",2023,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1052,16.2844515994211,387,665,63.212927756654,842,210,212,187,53,0,646015,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2024","Florida","FL",2024,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1116,17.0056106324685,337,779,69.8028673835125,959,157,350,161,42,0,656254,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-513 | 2025","Florida","FL",2025,"FL-513","Palm Bay, Melbourne/Brevard County CoC","Sheltered and Unsheltered Count",1062,15.9944094870042,362,700,65.9133709981168,862,200,286,169,15,0,663982,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2010","Florida","FL",2010,"FL-514","Ocala/Marion County CoC","Sheltered-Only Count",576,17.3844282605612,382,194,33.6805555555556,273,303,97,,,0,331331,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2011","Florida","FL",2011,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",1032,31.0575829255521,432,600,58.1395348837209,961,71,122,144,,0,332286,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2012","Florida","FL",2012,"FL-514","Ocala/Marion County CoC","Sheltered-Only Count",911,27.2858242505384,311,600,65.8616904500549,787,124,88,136,,0,333873,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2013","Florida","FL",2013,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",530,15.8169766893576,325,205,38.6792452830189,373,157,91,120,,0,335083,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2014","Florida","FL",2014,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",918,27.1593615479061,274,644,70.1525054466231,564,354,85,71,,0,338005,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2015","Florida","FL",2015,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",787,22.9994564296193,259,528,67.0902160101652,619,168,66,95,69,0,342182,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2016","Florida","FL",2016,"FL-514","Ocala/Marion County CoC","Sheltered-Only Count",823,23.6855661943943,295,528,64.1555285540705,650,173,65,108,46,0,347469,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2017","Florida","FL",2017,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",725,20.5185388536222,290,435,60,599,126,137,72,54,0,353339,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2018","Florida","FL",2018,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",572,15.9303964217879,301,271,47.3776223776224,443,129,105,69,48,0,359062,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2019","Florida","FL",2019,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",475,12.9930876773556,296,179,37.6842105263158,365,110,144,81,27,0,365579,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2020","Florida","FL",2020,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",523,13.8568006952246,373,150,28.6806883365201,362,161,110,80,20,0,377432,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2021","Florida","FL",2021,"FL-514","Ocala/Marion County CoC","Sheltered and partial unsheltered count",512,13.2916929515087,302,210,,367,145,154,61,18,1,385203,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2022","Florida","FL",2022,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",455,11.4587924195681,267,188,41.3186813186813,328,127,63,67,17,0,397075,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2023","Florida","FL",2023,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",454,11.011399466408,234,220,48.4581497797357,338,116,84,53,18,0,412300,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2024","Florida","FL",2024,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",378,8.83187887708969,179,199,52.6455026455026,282,96,70,14,18,0,427995,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-514 | 2025","Florida","FL",2025,"FL-514","Ocala/Marion County CoC","Sheltered and Unsheltered Count",391,8.83296435187277,231,160,40.920716112532,253,138,43,13,19,0,442660,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2010","Florida","FL",2010,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",326,11.0926234054354,224,102,31.2883435582822,207,119,94,,,0,293889,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2011","Florida","FL",2011,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",411,13.9995435671927,296,115,27.9805352798054,320,91,61,46,,0,293581,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2012","Florida","FL",2012,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",322,10.887978927365,235,87,27.0186335403727,244,78,49,53,,0,295739,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2013","Florida","FL",2013,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",301,10.0994510730247,201,100,33.2225913621262,258,43,38,27,,0,298036,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2014","Florida","FL",2014,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",268,8.89378563321763,196,72,26.865671641791,224,44,36,31,,0,301334,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2015","Florida","FL",2015,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",317,10.4188235603454,183,134,42.2712933753943,272,45,25,40,27,0,304257,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2016","Florida","FL",2016,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",310,10.1248624161841,174,136,43.8709677419355,266,44,25,39,25,0,306177,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2017","Florida","FL",2017,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",336,10.9257278128059,143,193,57.4404761904762,285,51,38,34,43,0,307531,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2018","Florida","FL",2018,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",381,12.3190537932016,109,272,71.3910761154856,313,68,94,34,34,0,309277,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2019","Florida","FL",2019,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",488,16.6012934040476,133,355,72.7459016393443,454,34,34,54,38,0,293953,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2020","Florida","FL",2020,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",385,13.0710965801258,136,249,64.6753246753247,346,39,31,18,28,0,294543,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2021","Florida","FL",2021,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered-Only Count",101,3.38026660597805,101,0,,83,18,3,1,24,1,298793,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2022","Florida","FL",2022,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",378,12.2666735896571,44,334,88.3597883597884,356,22,71,19,33,0,308152,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2023","Florida","FL",2023,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",517,16.3420902070736,123,394,76.2088974854932,426,91,74,55,36,0,316361,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2024","Florida","FL",2024,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",499,15.3172262007447,126,373,74.749498997996,433,66,59,51,19,0,325777,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-515 | 2025","Florida","FL",2025,"FL-515","Panama City/Bay, Jackson Counties CoC","Sheltered and Unsheltered Count",415,12.569891626332,222,193,46.5060240963855,384,31,19,20,26,0,330154,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2010","Florida","FL",2010,"FL-517","Hendry, Hardee, Highlands Counties CoC","No 2010 PIT Count",4220,166.665350194706,101,4119,97.60663507109,812,3408,329,,,0,253202,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2011","Florida","FL",2011,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",1319,52.1995852527267,114,1205,91.3570887035633,559,760,206,10,,0,252684,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2012","Florida","FL",2012,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered-Only Count",1319,52.567602574577,114,1205,91.3570887035633,559,760,206,10,,0,250915,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2013","Florida","FL",2013,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",3847,153.723816602332,136,3711,96.4647777488952,1375,2472,238,257,,0,250254,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2014","Florida","FL",2014,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",1346,53.3758436635022,234,1112,82.6151560178306,829,517,110,50,,0,252174,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2015","Florida","FL",2015,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",1218,47.7341934371363,278,940,77.175697865353,620,598,227,0,25,0,255163,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2016","Florida","FL",2016,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",1071,41.2356050776392,313,758,70.7749766573296,601,470,323,12,50,0,259727,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2017","Florida","FL",2017,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",609,23.0577010449796,91,518,85.0574712643678,377,232,236,16,62,0,264120,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2018","Florida","FL",2018,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",453,17.0207969340021,69,384,84.7682119205298,292,161,201,18,65,0,266145,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2019","Florida","FL",2019,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",398,14.7867439441225,48,350,87.9396984924623,242,156,179,1,61,0,269160,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2020","Florida","FL",2020,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",403,15.9771008103522,48,355,88.0893300248139,260,143,46,18,63,0,252236,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2021","Florida","FL",2021,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered-Only Count",27,1.05690038518147,27,0,,8,19,0,2,5,1,255464,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2022","Florida","FL",2022,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",650,24.8165484380846,41,609,93.6923076923077,568,82,0,20,0,0,261922,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2023","Florida","FL",2023,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",1016,37.7252001366425,120,896,88.1889763779528,507,509,51,62,36,0,269316,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2024","Florida","FL",2024,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",641,23.3043452969577,0,641,100,358,283,9,30,0,0,275056,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-517 | 2025","Florida","FL",2025,"FL-517","Hendry, Hardee, Highlands Counties CoC","Sheltered and Unsheltered Count",521,18.7217466922519,5,516,99.0403071017274,435,86,46,34,0,0,278286,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2010","Florida","FL",2010,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","No 2010 PIT Count",1114,72.659243164737,165,949,85.1885098743268,724,390,298,,,0,153318.415039678,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2011","Florida","FL",2011,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",1179,76.6255998580874,83,1096,92.9601357082273,792,387,184,244,,0,153865.027116726,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2012","Florida","FL",2012,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered-Only Count",1180,76.3108112884735,84,1096,92.8813559322034,803,377,193,241,,0,154630.77643603,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2013","Florida","FL",2013,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",1278,83.1061006386984,81,1197,93.6619718309859,783,495,207,177,,0,153779.324282831,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2014","Florida","FL",2014,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",1070,69.3942815355044,83,987,92.2429906542056,652,418,350,209,,0,154191.379509067,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2015","Florida","FL",2015,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",1115,72.067849894753,66,1049,94.0807174887892,876,239,170,139,269,0,154715.313642398,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2016","Florida","FL",2016,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered-Only Count",1145,73.3520889948661,96,1049,91.6157205240175,885,260,175,140,266,0,156096.440563559,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2017","Florida","FL",2017,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",502,31.9153764256106,99,403,80.2788844621514,372,130,34,43,44,0,157290.953835396,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2018","Florida","FL",2018,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered-Only Count",493,31.2101270574233,90,403,81.7444219066937,387,106,34,41,43,0,157961.548536131,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2019","Florida","FL",2019,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",538,33.7768721309251,113,425,78.996282527881,454,84,41,29,53,0,159280.586406763,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2020","Florida","FL",2020,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",578,37.1872491434824,84,494,85.4671280276817,373,205,50,39,36,0,155429.619913498,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2021","Florida","FL",2021,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered-Only Count",69,4.42993264150106,69,0,,37,32,0,22,8,1,155758.57599636,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2022","Florida","FL",2022,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",488,30.7522790128968,81,407,83.4016393442623,383,105,35,75,45,0,158687.425993808,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2023","Florida","FL",2023,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",494,30.4179612613957,96,398,80.5668016194332,334,160,34,31,24,0,162404.046660073,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2024","Florida","FL",2024,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",527,31.8510306923947,72,455,86.337760910816,341,186,21,24,18,0,165457.753970215,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-518 | 2025","Florida","FL",2025,"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","Sheltered and Unsheltered Count",499,29.9529825978792,117,382,76.5531062124249,367,132,16,36,15,0,166594.427906933,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2010","Florida","FL",2010,"FL-519","Pasco County CoC","No 2010 PIT Count",4527,97.2529845086973,1674,2853,63.0218687872763,1312,3215,995,,,0,465487,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2011","Florida","FL",2011,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",4502,96.5133429375043,343,4159,92.3811639271435,1338,3164,1228,140,,0,466464,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2012","Florida","FL",2012,"FL-519","Pasco County CoC","Sheltered-Only Count",4351,92.6460223534347,192,4159,95.5872213284302,1308,3043,1097,98,,0,469637,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2013","Florida","FL",2013,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",3305,69.6739973690424,105,3200,96.8229954614221,1653,1652,815,368,,0,474352,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2014","Florida","FL",2014,"FL-519","Pasco County CoC","Sheltered-Only Count",3356,69.425050527618,156,3200,95.3516090584029,1693,1663,809,369,,0,483399,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2015","Florida","FL",2015,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",1019,20.5902262096,159,860,84.396467124632,792,227,296,114,186,0,494895,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2016","Florida","FL",2016,"FL-519","Pasco County CoC","Sheltered-Only Count",1055,20.6888301888272,195,860,81.5165876777251,793,262,267,100,188,0,509937,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2017","Florida","FL",2017,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",2593,49.3772148813366,178,2415,93.1353644427304,838,1755,416,220,329,0,525141,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2018","Florida","FL",2018,"FL-519","Pasco County CoC","Sheltered-Only Count",2668,49.4908085848374,253,2415,90.5172413793103,829,1839,392,214,328,0,539090,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2019","Florida","FL",2019,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",894,16.1387280732633,206,688,76.9574944071588,685,209,186,92,80,0,553947,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2020","Florida","FL",2020,"FL-519","Pasco County CoC","Sheltered-Only Count",898,15.8609604888991,210,688,76.6146993318486,687,211,186,92,80,0,566170,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2021","Florida","FL",2021,"FL-519","Pasco County CoC","Sheltered and full unsheltered count",857,14.6404380173054,334,523,,705,152,357,90,18,1,585365,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2022","Florida","FL",2022,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",589,9.64947345657573,252,337,57.2156196943973,460,129,123,44,21,0,610396,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2023","Florida","FL",2023,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",680,10.7094878187451,259,421,61.9117647058824,545,135,136,58,17,0,634951,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2024","Florida","FL",2024,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",731,11.1400661393804,304,427,58.4131326949384,593,138,108,66,10,0,656190,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-519 | 2025","Florida","FL",2025,"FL-519","Pasco County CoC","Sheltered and Unsheltered Count",638,9.4586340427803,227,411,64.4200626959248,505,133,172,62,16,0,674516,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2010","Florida","FL",2010,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",1385,19.6139798818629,295,1090,78.7003610108303,963,422,41,,,0,706129,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2011","Florida","FL",2011,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",1715,24.1178695834992,330,1385,80.7580174927114,1192,523,23,35,,0,711091,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2012","Florida","FL",2012,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered-Only Count",1788,24.9270868767531,403,1385,77.4608501118568,1227,561,18,31,,0,717292,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2013","Florida","FL",2013,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",709,9.74786172610021,303,406,57.2637517630465,438,271,38,49,,0,727339,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2014","Florida","FL",2014,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",511,6.8895594187423,310,201,39.334637964775,347,164,10,27,,0,741702,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2015","Florida","FL",2015,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",731,9.61314647094949,267,464,63.4746922024624,486,245,36,62,32,0,760417,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2016","Florida","FL",2016,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",595,7.60689606678727,303,292,49.0756302521008,414,181,28,49,30,0,782185,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-520 | 2017","Florida","FL",2017,"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","Sheltered and Unsheltered Count",635,7.91231904464043,282,353,55.5905511811024,444,191,40,57,26,0,802546,"Estimated from county population allocated with ACS 2024 tract shares"
