"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"CA-614 | 2023","California","CA",2023,"CA-614","San Luis Obispo County CoC","Sheltered-Only Count*",1532,54.2829302861192,376,1156,75.4569190600522,1107,425,237,21,78,0,282225,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-614 | 2024","California","CA",2024,"CA-614","San Luis Obispo County CoC","Sheltered and Unsheltered Count",1175,41.6440725422023,375,800,68.0851063829787,1032,143,328,49,28,0,282153,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-614 | 2025","California","CA",2025,"CA-614","San Luis Obispo County CoC","Sheltered-Only Count",1235,43.7374055750141,435,800,64.7773279352227,1052,183,377,58,30,0,282367,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2010","Florida","FL",2010,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","No 2010 PIT Count",1999,28.4209658294401,348,1651,82.5912956478239,1201,798,125,,,0,703354,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2011","Florida","FL",2011,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1152,16.2304955795851,895,257,22.3090277777778,922,230,111,64,,0,709775,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2012","Florida","FL",2012,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered-Only Count",921,12.7866763110508,664,257,27.9044516829533,733,188,76,96,,0,720281,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2013","Florida","FL",2013,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1049,14.3345959803005,563,486,46.3298379408961,848,201,214,101,,0,731796,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2014","Florida","FL",2014,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1377,18.4281102956527,780,597,43.3551198257081,1131,246,250,170,,0,747228,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2015","Florida","FL",2015,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1198,15.6130059728219,721,477,39.8163606010017,978,220,215,152,84,0,767309,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2016","Florida","FL",2016,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1468,18.6213833861235,804,664,45.2316076294278,1219,249,294,161,97,0,788341,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2017","Florida","FL",2017,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1447,17.9710029732261,785,662,45.7498272287491,1202,245,270,149,85,0,805186,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2018","Florida","FL",2018,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1192,14.5239035183913,740,452,37.9194630872483,954,238,247,108,57,0,820716,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2019","Florida","FL",2019,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1135,13.560415534143,735,400,35.2422907488987,975,160,241,111,83,0,836995,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2020","Florida","FL",2020,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1044,12.4599586577617,681,363,34.7701149425287,845,199,188,105,63,0,837884,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2021","Florida","FL",2021,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered-Only Count",526,6.09725704575145,526,0,,385,141,63,51,38,1,862683,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2022","Florida","FL",2022,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1138,12.7081688511391,624,514,45.1669595782074,958,180,252,103,51,0,895487,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2023","Florida","FL",2023,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1150,12.5336911066377,630,520,45.2173913043478,975,175,132,122,45,0,917527,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2024","Florida","FL",2024,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",1157,12.3750594954783,503,654,56.5254969749352,996,161,281,93,53,0,934945,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-500 | 2025","Florida","FL",2025,"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","Sheltered and Unsheltered Count",970,10.2303624501402,445,525,54.1237113402062,825,145,207,83,19,0,948158,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2010","Florida","FL",2010,"FL-501","Tampa/Hillsborough County CoC","No 2010 PIT Count",7473,60.5838031354733,726,6747,90.2850260939382,4107,3366,598,,,0,1233498,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2011","Florida","FL",2011,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",7336,58.4307644027931,889,6447,87.881679389313,4468,2868,679,792,,0,1255503,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2012","Florida","FL",2012,"FL-501","Tampa/Hillsborough County CoC","Sheltered-Only Count",7419,57.9772889072621,972,6447,86.8985038414881,4515,2904,740,800,,0,1279639,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2013","Florida","FL",2013,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1909,14.6381000068245,965,944,49.4499738082766,1326,583,426,170,,0,1304131,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2014","Florida","FL",2014,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1944,14.5913301678754,853,1091,56.1213991769547,1443,501,326,236,,0,1332298,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2015","Florida","FL",2015,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1931,14.1561338726007,1175,756,39.1506991196271,1363,568,303,313,90,0,1364073,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2016","Florida","FL",2016,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1817,13.0093012566112,1048,769,42.3225096312603,1284,533,244,181,53,0,1396693,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2017","Florida","FL",2017,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1549,10.8569490080856,982,567,36.604260813428,1070,479,230,172,43,0,1426736,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2018","Florida","FL",2018,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1795,12.3629486217895,1155,640,35.6545961002786,1193,602,250,171,56,0,1451919,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2019","Florida","FL",2019,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1650,11.2094828148438,978,672,40.7272727272727,1194,456,260,149,58,0,1471968,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2020","Florida","FL",2020,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1452,9.90284031465388,840,612,42.1487603305785,1073,379,262,160,31,0,1466246,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2021","Florida","FL",2021,"FL-501","Tampa/Hillsborough County CoC","Sheltered-Only Count",870,5.85895278290156,870,0,,470,400,62,134,11,1,1484907,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2022","Florida","FL",2022,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1513,9.91975683810865,925,588,38.8631857237277,1055,458,109,147,17,0,1525239,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2023","Florida","FL",2023,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",2040,13.1066988080614,905,1135,55.6372549019608,1428,612,202,176,65,0,1556456,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2024","Florida","FL",2024,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1893,12.0481314258292,871,1022,53.9883782356049,1253,640,190,152,31,0,1571198,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-501 | 2025","Florida","FL",2025,"FL-501","Tampa/Hillsborough County CoC","Sheltered and Unsheltered Count",1796,11.4095857037129,950,846,47.1046770601336,1250,546,417,139,53,0,1574115,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2010","Florida","FL",2010,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",3948,43.0810596107428,1791,2157,54.6352583586626,3463,485,577,,,0,916412,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2011","Florida","FL",2011,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",3890,42.3537353490372,1870,2020,51.9280205655527,2689,1201,458,431,,0,918455,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2012","Florida","FL",2012,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered-Only Count",3971,43.0861440776354,1951,2020,50.8687987912365,2922,1049,429,468,,0,921642,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2013","Florida","FL",2013,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",3913,42.1471455622169,1826,2087,53.3350370559673,3188,725,297,618,,0,928414,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2014","Florida","FL",2014,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",3391,36.2131567706109,2213,1178,34.7390150398113,2865,526,474,550,,0,936400,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2015","Florida","FL",2015,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",3387,35.7633096107955,2215,1172,34.6028934160024,2903,484,631,589,201,0,947060,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2016","Florida","FL",2016,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2777,28.9308805114005,1638,1139,41.015484335614,2383,394,603,380,127,0,959874,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2017","Florida","FL",2017,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2831,29.2355688750141,1679,1152,40.6923348640057,2466,365,690,329,118,0,968341,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2018","Florida","FL",2018,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2612,26.8432097572807,1647,965,36.9448698315467,2253,359,417,281,143,0,973058,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2019","Florida","FL",2019,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2415,24.7693323870047,1581,834,34.5341614906832,2034,381,718,316,94,0,974996,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2020","Florida","FL",2020,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2226,23.1922109178427,1418,808,36.2982929020665,1876,350,572,265,93,0,959805,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2021","Florida","FL",2021,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and partial unsheltered count",2307,24.0314752950809,1305,1002,,933,372,207,285,38,1,959991,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2022","Florida","FL",2022,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",1985,20.5806970687281,1341,644,32.4433249370277,1536,449,451,310,40,0,964496,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2023","Florida","FL",2023,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2144,22.2005233276348,1498,646,30.1305970149254,1638,506,545,292,66,0,965743,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2024","Florida","FL",2024,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",2110,21.9700811227024,1389,721,34.1706161137441,1595,515,547,231,53,0,960397,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-502 | 2025","Florida","FL",2025,"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","Sheltered and Unsheltered Count",1863,19.640234755098,1325,538,28.8781535158347,1532,331,471,253,51,0,948563,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-503 | 2010","Florida","FL",2010,"FL-503","Lakeland, Winterhaven/Polk County CoC","Sheltered and Unsheltered Count",820,13.5963734161054,443,377,45.9756097560976,694,126,83,,,0,603102,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-503 | 2011","Florida","FL",2011,"FL-503","Lakeland, Winterhaven/Polk County CoC","Sheltered and Unsheltered Count",1100,18.034324237476,498,602,54.7272727272727,933,167,32,78,,0,609948,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-503 | 2012","Florida","FL",2012,"FL-503","Lakeland, Winterhaven/Polk County CoC","Sheltered and Unsheltered Count",881,14.3146592834871,297,584,66.2883087400681,750,131,83,57,,0,615453,"Estimated from county population allocated with ACS 2024 tract shares"
"FL-503 | 2013","Florida","FL",2013,"FL-503","Lakeland, Winterhaven/Polk County CoC","Sheltered and Unsheltered Count",520,8.35162929044879,325,195,37.5,405,115,172,45,,0,622633,"Estimated from county population allocated with ACS 2024 tract shares"
