state_year_county,data_status_note,state_fips,county_fips,fips,state,county_name,year,population,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,group_quarters_population,birth_rate_per_1000,death_rate_per_1000,natural_change_rate_per_1000,international_migration_rate_per_1000,domestic_migration_rate_per_1000,net_migration_rate_per_1000,housing_units,permits_one_unit_units,permits_two_unit_units,permits_three_four_unit_units,permits_five_plus_unit_units,permits_total_units_authorized,permits_total_value_authorized,permits_total_reported_units,poverty_all_estimate,poverty_all_ci_low,poverty_all_ci_high,poverty_all_pct,poverty_all_pct_ci_low,poverty_all_pct_ci_high,poverty_child_estimate,poverty_child_ci_low,poverty_child_ci_high,poverty_child_pct,poverty_child_pct_ci_low,poverty_child_pct_ci_high,poverty_age_5_17_estimate,poverty_age_5_17_pct,median_household_income,median_household_income_ci_low,median_household_income_ci_high,civilian_labor_force,employed_people,unemployed_people,unemployment_rate_pct,bea_personal_income_thousands_usd,bea_population,bea_per_capita_personal_income_usd,bea_real_gdp_thousands_2017_usd,bea_real_gdp_quantity_index,bea_current_gdp_thousands_usd,annual_hpi_change_pct,hpi,hpi_1990_base,hpi_2000_base,land_area_sq_miles,high_school_graduate_or_higher_pct_age_18plus,homeownership_rate_pct,housing_cost_burdened_households_pct,income_inequality_top_bottom_quintile_ratio,state_minimum_wage_usd_per_hour,medicaid_expansion_status,housing_units_per_capita,population_density_per_sq_mile,permits_total_units_per_1000_population,population_growth_rate_pct,housing_supply_growth_rate_pct,foreclosure_rate_per_100_mortgages
Florida | Broward County | 2022,,12,011,12011,Florida,Broward County,2022,1966353,30175,21147,18753,2394,36340,-7298,29042,15878,10.83758207,9.610685988,1.226896084,18.62381106,-3.74013685,14.88367421,867286,1090,30,10,1196,2326,563156683,1642,257252,236641,277863,13.3,12.2,14.4,74305,65861,82749,18.9,16.8,21,52357,18,70834,69024,72644,1051588,1020713,30875,2.9,131427027,1966237,66842,127700081,121.964,150317672,22.65,831.3,469.89,354.77,1202.9,90,63.39147545895313,44.759893612015986,17.207760764297866,10,0,0.4410632272028471,1634.6770305096018,1.182900527016258,1.558482742805678,0.3276056331511068,
Florida | Broward County | 2023,,12,011,12011,Florida,Broward County,2023,2000041,33688,20800,16424,4376,44436,-14943,29493,15886,10.48811591,8.281577675,2.206538231,22.40624608,-7.534803653,14.87144242,868402,865,40,27,2115,3047,592704021,2429,247799,229020,266578,12.7,11.7,13.7,63080,53585,72575,15.9,13.5,18.3,43661,14.8,74367,72591,76143,1078075,1047360,30715,2.8,143383838,2002786,71592,133360002,127.369,164566599,10.56,919.09,519.51,392.24,1202.9,90.3,63.883711024864304,45.464894387951496,17.329127432517264,11,0,0.4341920990619692,1662.682683514839,1.5234687688902377,1.7132223969958504,0.12867727600813783,
Florida | Broward County | 2024,,12,011,12011,Florida,Broward County,2024,2013689,13648,20017,16092,3925,36211,-26634,9577,15908,9.974263341,8.018476579,1.955786762,18.04356546,-13.27144576,4.772119699,870181,697,42,14,902,1655,408728845,1084,236846,218299,255393,11.7,10.8,12.6,61113,50936,71290,14.9,12.4,17.4,40903,13.5,81337,80140,82534,1083845,1049459,34386,3.2,151804008,2037472,74506,136649542,130.511,173651328,5.86,972.97,549.97,415.24,1202.9,90.4,64.39027453639339,46.66831399992082,17.694815274759392,12,0,0.43213276727439043,1674.0285975559063,0.8218746787612189,0.6823860110867663,0.20485903993772148,
Florida | Broward County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,011,12011,Florida,Broward County,2025,2013317,-372,20395,15973,4422,24944,-29517,-4573,15944,10.12911329,7.932940751,2.196172541,12.38835999,-14.65952621,-2.271166221,870571,712,64,10,1904,2690,715131958,2051,,,,,,,,,,,,,,,,,,1076960,1036904,40056,3.7,,,,,,,0.45,977.38,552.46,417.12,1202.9,,,,,13,0,0.4324063225016229,1673.7193449164517,1.3361035544824784,-0.018473558,0.044818262,
Florida | Calhoun County | 2010,,12,013,12013,Florida,Calhoun County,2010,14647,,38,14,,1,-4,-3,1893,,,,,,,6007,17,0,0,0,17,2272080,13,2802,2179,3425,22.1,17.2,27,910,703,1117,29.6,22.9,36.3,626,28.6,34054,30857,37251,5326,4786,540,10.1,340741,14645,23267,281170,103.72,242419,-1.42,162.48,,,567.336,74.1,75.15748667420449,33.79639678749729,11.751298773073946,7.25,0,0.4101181129241483,25.81715244581694,1.160647231514986,,,
Florida | Calhoun County | 2011,,12,013,12013,Florida,Calhoun County,2011,14717,,134,162,,6,93,99,1937,9.126821959,11.03391909,,0.40866367,6.334286882,6.742950552,6014,6,0,0,0,6,744200,4,3326,2665,3987,25.9,20.7,31.1,996,769,1223,31.8,24.6,39,674,29.9,32395,29207,35583,5226,4675,551,10.5,347690,14667,23706,258105,95.212,226111,-2.24,158.84,,,567.336,71.9,72.78101781577055,33.76651982378855,12.29194798699675,7.25,0,0.40864306584222326,25.940536119689213,0.40769178501053205,0.4779135659179312,0.11653071416679595,
Florida | Calhoun County | 2012,,12,013,12013,Florida,Calhoun County,2012,14665,,168,156,,5,-69,-64,1951,11.4355728,10.61874617,,0.340344429,-4.696753114,-4.356408686,6010,12,0,0,0,12,1498200,10,3050,2400,3700,24,18.9,29.1,935,725,1145,30.7,23.8,37.6,639,28.7,33418,30297,36539,5054,4575,479,9.5,342992,14568,23544,244146,90.063,219099,-7.19,147.42,,,567.336,73.6,76.51155428933207,32.23814773980154,12.642621750274625,7.67,0,0.40981929764745995,25.84887967624124,0.8182748039549949,-0.35333288,-0.066511473,
Florida | Calhoun County | 2013,,12,013,12013,Florida,Calhoun County,2013,14578,,128,150,,5,-70,-65,1938,8.754231782,10.25886537,,0.341962179,-4.787470506,-4.445508327,6013,15,0,0,0,15,2353600,14,3018,2342,3694,23.8,18.5,29.1,1000,776,1224,32.7,25.4,40,646,28.9,33977,31006,36948,4890,4487,403,8.2,337110,14432,23359,237019,87.434,218022,-2.77,143.33,,,567.336,73.5,77.46811525743978,31.367169638774577,12.037682524729156,7.79,0,0.41247084648099874,25.695531395857127,1.0289477294553437,-0.593249233,0.049916805,
Florida | Calhoun County | 2014,,12,013,12013,Florida,Calhoun County,2014,14450,,150,156,,5,-125,-120,1952,10.33484911,10.74824308,,0.34449497,-8.612374259,-8.267879289,6020,8,0,0,0,8,868500,8,2800,2115,3485,22.3,16.8,27.8,910,689,1131,30.5,23.1,37.9,622,28.3,35256,31845,38667,4918,4563,355,7.2,349515,14259,24512,238993,88.162,224868,4.31,149.51,,,567.336,73.3,76.93037224373667,31.590909090909093,12.87730353109024,7.93,0,0.4166089965397924,25.469915535062114,0.5536332179930796,-0.878035396,0.11641443538998875,
Florida | Calhoun County | 2015,,12,013,12013,Florida,Calhoun County,2015,14406,,132,163,,2,-15,-13,1884,9.148877183,11.29747713,,0.138619351,-1.039645134,-0.901025783,6023,8,0,0,0,8,868500,0,2781,2131,3431,22.2,17,27.4,975,762,1188,32.8,25.6,40,670,30,36062,32548,39576,4936,4631,305,6.2,355025,14168,25058,243351,89.769,234857,1.11,151.17,,,567.336,75.2,78.73403665,28.11523001339884,13.118644067796613,8.05,0,0.41808968485353326,25.39236008291383,0.5553241704845203,-0.30449827,0.049833887,
Florida | Calhoun County | 2016,,12,013,12013,Florida,Calhoun County,2016,14330,,145,193,,4,-30,-26,1843,10.09187082,13.43262806,,0.278396437,-2.087973274,-1.809576837,6028,12,0,0,0,12,1665000,12,2742,2114,3370,21.9,16.9,26.9,909,691,1127,30.9,23.5,38.3,631,28.6,36708,33089,40327,5068,4785,283,5.6,359694,14056,25590,243851,89.954,239437,-4.61,144.2,,,567.336,76.9,83.40914531960738,25.310522615420677,10.48086876155268,8.05,0,0.4206559665038381,25.25840066556679,0.837404047,-0.527557962,0.083015109,
Florida | Calhoun County | 2017,,12,013,12013,Florida,Calhoun County,2017,14428,,138,175,,3,131,134,1895,9.597329439,12.17052646,,0.208637597,9.11050838,9.319145977,6038,11,0,0,0,11,1200000,11,2650,2023,3277,21.1,16.1,26.1,874,648,1100,30.2,22.4,38,612,28.2,37612,33579,41645,5021,4784,237,4.7,380360,14127,26924,271085,100,271085,10.28,159.02,,,567.336,77.4,84.80147886,28.75952875952876,11.339467208730074,8.1,0,0.41849182145827557,25.43113780898797,0.7624064319378985,0.6838799720865207,0.16589250165892633,
Florida | Calhoun County | 2018,,12,013,12013,Florida,Calhoun County,2018,14543,,128,181,,0,168,168,1883,8.83642263,12.49525388,,0,11.5978047,11.5978047,6048,12,0,0,0,12,1309091,0,2697,2048,3346,21.3,16.2,26.4,846,603,1089,29.3,20.9,37.7,596,27.3,38323,34417,42229,4981,4773,208,4.2,400011,14211,28148,268383,99.003,275910,7.95,171.67,,,567.336,78.1,82.40315696,25.276275570185756,13.372447392971909,8.25,0,0.4158701780925531,25.633839558920993,0.8251392422471292,0.79706127,0.1656177542232573,
Florida | Calhoun County | 2019,,12,013,12013,Florida,Calhoun County,2019,14105,,133,165,,0,-409,-409,1686,9.285115889,11.51912874,,0,-28.55347668,-28.55347668,5962,13,0,0,0,13,1418182,0,2508,1858,3158,20.3,15.1,25.5,783,533,1033,28.3,19.3,37.3,543,25.8,41399,36614,46184,4869,4680,189,3.9,414138,13711,30205,274519,101.267,290464,8,185.41,,,567.336,76.9,80.62869643,24.016314779270637,14.20742119089317,8.46,0,0.42268699042892593,24.861810285263054,0.9216589861751152,-3.011758234,-1.421957672,
Florida | Calhoun County | 2020,,12,013,12013,Florida,Calhoun County,2020,13703,62,28,53,-25,0,98,98,1912,,,,,,,5630,14,0,0,0,14,1527273,0,2512,1865,3159,20.3,15.1,25.5,787,546,1028,28.7,19.9,37.5,546,26,43994,37735,50253,4819,4568,251,5.2,450575,13704,32879,281965,104.014,307740,4.97,194.63,,,567.336,77.9,78.47402597402598,23.988508498922677,14.70515839041096,8.56,0,0.4108589359994162,24.153235472453712,1.0216740859665767,,,
Florida | Calhoun County | 2021,,12,013,12013,Florida,Calhoun County,2021,13511,-192,143,230,-87,5,-105,-100,1680,10.50929669,16.9030646,-6.393767914,0.367457926,-7.716616447,-7.349158521,5645,17,0,0,0,17,1854546,0,2488,1915,3061,20.6,15.9,25.3,773,555,991,28.8,20.7,36.9,548,26.8,43210,37872,48548,4862,4639,223,4.6,490215,13520,36259,306489,113.06,352739,13.3,220.51,,,567.336,77.7,78.01317874718492,21.11352133044107,16.007256235827665,10,0,0.4178077122344756,23.814811681261194,1.2582340315298646,-1.401153032,0.2664298401420906,
Florida | Calhoun County | 2022,,12,013,12013,Florida,Calhoun County,2022,13427,-84,122,239,-117,10,28,38,1549,9.057836514,17.74445022,-8.686613706,0.742445616,2.078847724,2.82129334,5666,40,0,0,0,40,7283168,40,2635,2039,3231,22.2,17.2,27.2,807,579,1035,30.1,21.6,38.6,579,28.5,46766,40877,52655,4838,4678,160,3.3,482982,13462,35877,308998,113.986,393832,16.22,256.28,,,567.336,79.3,79.23044751150147,22.12003872216844,13.89831307134106,10,0,0.42198555150070755,23.666751272614466,2.979072019066061,-0.621715639,0.37201062887510794,
Florida | Calhoun County | 2023,,12,013,12013,Florida,Calhoun County,2023,13462,35,113,218,-105,15,123,138,1592,8.404923947,16.21480903,-7.809885083,1.115697869,9.148722526,10.2644204,5700,26,0,0,0,26,4996949,10,2713,2193,3233,22.9,18.5,27.3,711,490,932,26.7,18.4,35,501,24.9,47523,42034,53012,4958,4796,162,3.3,518305,13497,38401,357408,131.844,467839,28.89,330.33,,,567.336,81.8,79.39758016752685,21.913721890775584,16.25708150117599,11,0,0.42341405437527857,23.72844311,1.9313623532907442,0.26066880166828454,0.6000705965407693,
Florida | Calhoun County | 2024,,12,013,12013,Florida,Calhoun County,2024,13220,-242,105,207,-102,14,-157,-143,1385,7.870474477,15.51607826,-7.645603778,1.049396597,-11.76823327,-10.71883667,5727,28,0,0,0,28,5221096,3,2273,1710,2836,19.2,14.5,23.9,657,436,878,25.2,16.7,33.7,482,24.4,53701,47512,59890,5022,4837,185,3.7,550672,13278,41473,384202,141.728,506138,-1.46,325.49,,,567.336,82.6,81.29422798192513,22.09036969420356,17.270631329454858,12,0,0.4332072617246596,23.30188812273503,2.118003025718608,-1.797652652,0.47368421052631504,
Florida | Calhoun County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,013,12013,Florida,Calhoun County,2025,13289,69,106,208,-102,5,165,170,1387,7.997283941,15.69278358,-7.695499642,0.377230375,12.44860236,12.82583274,5755,4,0,0,0,4,746205,1,,,,,,,,,,,,,,,,,,5027,4804,223,4.4,,,,,,,-5.6,307.27,,,567.336,,,,,13,0,0.43306494092858755,23.42350917269484,0.3010008277522763,0.5219364599092335,0.4889121704208188,
Florida | Charlotte County | 2010,,12,015,12015,Florida,Charlotte County,2010,159875,,262,579,,43,210,253,2786,,,,,,,100685,293,128,4,0,425,59443712,425,21748,18504,24992,13.9,11.8,16,5697,4659,6735,25.5,20.9,30.1,3929,23.3,41991,39549,44433,66470,57951,8519,12.8,5186569,159727,32471,4427671,85.456,3863988,-7.21,252.03,147.23,120.7,681.117,88.3,80.26998829,40.23433635322884,11.085254734173205,7.25,0,0.62977326,234.7247242397415,2.6583268178264268,,,
Florida | Charlotte County | 2011,,12,015,12015,Florida,Charlotte County,2011,159869,,996,2274,,186,1095,1281,2560,6.229983987,14.2238791,,1.163430745,6.849229384,8.012660128,101011,302,10,0,0,312,52751882,312,20821,17143,24499,13.2,10.9,15.5,5269,4072,6466,24.2,18.7,29.7,3691,22.5,41346,38654,44038,65533,58017,7516,11.5,5380929,159076,33826,4324423,83.463,3846524,-6.78,234.94,137.25,112.51,681.117,88.4,79.01192201123567,39.23585704242529,11.084504817564364,7.25,0,0.6318360657788564,234.71591518050496,1.9515978707566821,-0.003752932,0.32378209266523683,
Florida | Charlotte County | 2012,,12,015,12015,Florida,Charlotte County,2012,162744,,997,2195,,211,3729,3940,3217,6.180780068,13.60763515,,1.308068801,23.11748132,24.42555012,101225,327,2,0,0,329,69331784,305,21961,18454,25468,13.8,11.6,16,5256,4133,6379,24.4,19.2,29.6,3716,22.7,44454,42447,46461,65398,58955,6443,9.9,5619410,161310,34836,4507830,87.003,4101277,0.85,236.93,138.41,113.46,681.117,88.4,78.20922999,38.70393499576496,11.316954732510288,7.67,0,0.621989136,238.93692273133692,2.021579904635501,1.7983473969312325,0.2118581144627818,
Florida | Charlotte County | 2013,,12,015,12015,Florida,Charlotte County,2013,164671,,1020,2352,,231,2974,3205,3210,6.230624742,14.36708764,,1.411053251,18.16654704,19.57760029,101455,549,0,4,0,553,119711766,553,23295,20049,26541,14.4,12.4,16.4,5439,4355,6523,25.3,20.3,30.3,3606,22.1,43611,41980,45242,65838,60312,5526,8.4,5730459,162590,35245,4498989,86.832,4177258,8.24,256.46,149.81,122.81,681.117,88.8,76.63391362042273,37.54139794317587,11.479767324228629,7.79,0,0.6161072684322072,241.76609892279888,3.358211221162196,1.1840682298579264,0.22721659669053818,
Florida | Charlotte County | 2014,,12,015,12015,Florida,Charlotte County,2014,168041,,1036,2429,,239,4399,4638,3221,6.227608262,14.60121667,,1.436677968,26.44329029,27.87996826,101903,610,0,0,0,610,140868908,542,19704,16343,23065,11.9,9.9,13.9,4681,3591,5771,21.8,16.7,26.9,3379,20.7,43242,41050,45434,66517,61766,4751,7.1,6119101,165317,37014,4596455,88.713,4346465,8.2,277.48,162.1,132.88,681.117,89.1,76.18490820869391,35.979405433707605,11.58857094,7.93,0,0.6064174814479799,246.71385386064364,3.6300664718729356,2.0465048490626803,0.4415750825489173,
Florida | Charlotte County | 2015,,12,015,12015,Florida,Charlotte County,2015,172382,,998,2513,,270,5508,5778,3192,5.863293608,14.76398481,,1.586261798,32.35974068,33.94600247,102410,947,6,4,172,1129,246217798,1129,20980,17288,24672,12.4,10.2,14.6,5064,4039,6089,23.3,18.6,28,3546,21.5,45495,43387,47603,67593,63495,4098,6.1,6556103,169037,38785,4851323,93.633,4689098,11.59,309.64,180.89,148.29,681.117,89.3,75.47809157671644,34.132003976544155,11.809681149843051,8.05,0,0.5940875497441728,253.0872082,6.5494077107818685,2.5832981236721952,0.49753196667419175,
Florida | Charlotte County | 2016,,12,015,12015,Florida,Charlotte County,2016,177671,,1030,2555,,364,6418,6782,3223,5.884823155,14.59778948,,2.079685076,36.66873302,38.7484181,103425,657,8,0,0,665,52063665,665,22087,18806,25368,12.6,10.7,14.5,5162,4172,6152,23.4,18.9,27.9,3502,21.3,44935,42450,47420,65195,61538,3657,5.6,6962398,173794,40061,5047243,97.414,4962348,11.35,344.79,201.42,165.12,681.117,89.4,75.72036042113378,33.924987987903116,12.305632653061224,8.05,0,0.5821152579768223,260.8523939352564,3.7428730631335445,3.068185773456622,0.991114149,
Florida | Charlotte County | 2017,,12,015,12015,Florida,Charlotte County,2017,181522,,1068,2648,,369,5037,5406,3167,5.946663771,14.74416261,,2.054605741,28.04620357,30.10080931,103991,1251,38,8,0,1297,315753045,1297,19300,16043,22557,10.8,9,12.6,4046,3010,5082,18.3,13.6,23,2816,17,51583,49203,53963,65502,62235,3267,5,7295387,177066,41202,5181236,100,5181236,8.98,375.77,219.52,179.95,681.117,90,75.57707505,32.45575282325979,12.63913214990138,8.1,0,0.5728837275922478,266.50634178856205,7.145139432134948,2.1674893482898083,0.5472564660381929,
Florida | Charlotte County | 2018,,12,015,12015,Florida,Charlotte County,2018,184849,,1040,2779,,208,4842,5050,3173,5.677305245,15.17041469,,1.1354610489999999,26.43222307,27.56768412,105178,1932,94,3,39,2068,529175995,2068,20243,17132,23354,11.1,9.4,12.8,4323,3337,5309,20,15.4,24.6,3080,19.1,52724,50759,54689,66174,63338,2836,4.3,7687884,179593,42807,5363641,103.52,5468927,6.42,399.9,233.61,191.51,681.117,90.3,77.41684171648853,31.125630320446785,12.386473429951693,8.25,0,0.5689941519835109,271.39096513521173,11.187509805300543,1.8328356893379416,1.1414449327345588,
Florida | Charlotte County | 2019,,12,015,12015,Florida,Charlotte County,2019,188910,,1047,2841,,160,5674,5834,2883,5.602540675,15.20230951,,0.856166674,30.36181069,31.21797736,107124,2075,136,4,114,2329,638003598,2329,21188,17878,24498,11.4,9.6,13.2,4344,3412,5276,19.9,15.6,24.2,2945,17.9,54756,50998,58514,67163,64522,2641,3.9,8394191,183378,45775,5722516,110.447,5989246,5.28,421,245.94,201.61,681.117,90.6,77.22988162513312,29.884658514444386,12.625925142736309,8.46,0,0.5670636811179927,277.35323006179556,12.328622095177598,2.1969283036424425,1.8501968092186516,
Florida | Charlotte County | 2020,,12,015,12015,Florida,Charlotte County,2020,188023,1200,258,773,-515,1,1987,1988,3874,,,,,,,110582,2381,134,44,374,2933,763035457,2933,18781,14356,23206,9.8,7.5,12.1,3505,2367,4643,15.8,10.7,20.9,2438,14.5,58368,54112,62624,67161,61803,5358,8,9140211,188017,48614,6042664,116.626,6510862,3.64,436.34,254.9,208.96,681.117,90.8,80.55290649,29.104458435050752,12.590378101887053,8.56,0,0.5881301755636279,276.0509574713302,15.59915542247491,,,
Florida | Charlotte County | 2021,,12,015,12015,Florida,Charlotte County,2021,195048,7025,1049,3258,-2209,114,9864,9978,3614,5.476791509,17.00990156,-11.53311005,0.595189926,51.49959146,52.09478139,113368,3435,286,92,1017,4830,1246156274,4830,20910,17526,24294,10.9,9.1,12.7,4336,3388,5284,19.2,15,23.4,3194,18.6,59547,55839,63255,69185,65868,3317,4.8,10175967,194982,52189,6298622,121.566,7053858,19.91,523.19,305.63,250.55,681.117,91.8,82.33541688504422,28.699479295809567,12.688667912439936,10,0,0.5812312866576432,286.3648976607543,24.763135228251507,3.736245033852237,2.5193973702772654,
Florida | Charlotte County | 2022,,12,015,12015,Florida,Charlotte County,2022,203116,8068,1106,3419,-2313,691,9024,9715,3760,5.555499744,17.17382787,-11.61832813,3.470931576,45.32805578,48.79898735,118012,4637,326,117,596,5676,1563932132,5676,18138,15097,21179,9.1,7.6,10.6,3348,2214,4482,14.4,9.5,19.3,2292,12.9,65040,62027,68053,72018,69271,2747,3.8,10693397,203113,52648,6512049,125.685,7782855,30.29,681.69,398.23,326.45,681.117,91.9,82.75405744164654,30.002912550666245,12.71827757125155,10,0,0.5810078969652809,298.21014598079336,27.944622777132277,4.136417702,4.096394044174723,
Florida | Charlotte County | 2023,,12,015,12015,Florida,Charlotte County,2023,206814,3698,1008,3246,-2238,882,4962,5844,3823,4.917912814,15.83685019,-10.91893738,4.303173713,24.2090113,28.51218501,123265,3804,284,111,230,4429,1280103649,4429,18491,15528,21454,9.1,7.6,10.6,3197,2193,4201,13.5,9.3,17.7,2298,12.6,71381,67559,75203,74859,72109,2750,3.7,11897881,207085,57454,7192058,138.81,9044265,5.85,721.6,421.54,345.57,681.117,92.2,83.75072740331434,31.124027815364343,12.597845601436266,11,0,0.5960186447725976,303.6394628235678,21.41537806918294,1.820634514267705,4.451242246551201,
Florida | Charlotte County | 2024,,12,015,12015,Florida,Charlotte County,2024,211456,4642,1025,3127,-2102,868,5831,6699,3948,4.901140412,14.95206446,-10.05092404,4.150429149,27.88151194,32.03194109,127536,3583,170,129,703,4585,1306197974,4450,19414,15771,23057,9.3,7.5,11.1,3184,2117,4251,13.1,8.7,17.5,2296,12.4,72816,68081,77551,77541,74365,3176,4.1,12726271,212122,59995,7566912,146.045,9769878,-4.52,688.97,402.48,329.94,681.117,92.5,84.52466956318236,33.008408701474075,12.811802052037866,12,0,0.6031325665859564,310.4547383195545,21.68299788135593,2.244528900364573,3.4648927108262617,
Florida | Charlotte County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,015,12015,Florida,Charlotte County,2025,217212,5756,1065,3107,-2042,516,7400,7916,3921,4.968880346,14.49606689,-9.527186541,2.40745752,34.52555358,36.9330111,131960,2571,132,98,214,3015,898468798,2966,,,,,,,,,,,,,,,,,,78182,74328,3854,4.9,,,,,,,-7.4,637.96,372.68,305.51,681.117,,,,,13,0,0.6075170800876563,318.90556248045493,13.880448594000331,2.722079297820823,3.4688244887717934,
Florida | Citrus County | 2010,,12,017,12017,Florida,Citrus County,2010,141173,,243,596,,15,285,300,2251,,,,,,,78125,187,0,0,12,199,38782968,197,23869,20432,27306,17.2,14.7,19.7,6684,5518,7850,30.8,25.4,36.2,4613,28.5,36174,33981,38367,52986,45676,7310,13.8,4432186,141212,31387,4232403,114.254,3781814,-11.99,304.57,156.91,133.87,581.934,85,83.66712806759523,32.366102161641194,11.346736980883325,7.25,0,0.5533990210592677,242.5928026202284,1.4096179864421667,,,
Florida | Citrus County | 2011,,12,017,12017,Florida,Citrus County,2011,139764,,1061,2282,,52,-224,-172,2251,7.553294867,16.24563514,,0.370189758,-1.594663572,-1.224473814,78241,142,0,0,0,142,31508745,142,23766,20043,27489,17.3,14.6,20,6576,5323,7829,31.2,25.2,37.2,4413,28.2,35041,32767,37315,51921,45320,6601,12.7,4522086,139957,32311,4087230,110.335,3681391,-6.86,283.67,146.14,124.68,581.934,85.2,82.68786147984356,32.95336428521932,11.607826576576576,7.25,0,0.559807962,240.17156584767346,1.0159983972983029,-0.998066202,0.14848000000000638,
Florida | Citrus County | 2012,,12,017,12017,Florida,Citrus County,2012,139180,,1064,2305,,53,623,676,2251,7.628771366,16.52661466,,0.380004589,4.466846392,4.846850981,78300,171,0,0,5,176,32604713,176,25611,22231,28991,18.7,16.2,21.2,7107,6060,8154,34.2,29.2,39.2,4506,29.1,38937,37069,40805,51194,45492,5702,11.1,4564074,139531,32710,3984421,107.559,3612487,-7.5,262.39,135.18,115.33,581.934,85.4,82.18166328541827,31.814531615516216,12.234613158402468,7.67,0,0.5625808305791062,239.16801561689127,1.2645495042391148,-0.417847228,0.075408034,
Florida | Citrus County | 2013,,12,017,12017,Florida,Citrus County,2013,138829,,1008,2435,,48,1025,1073,2253,7.251563798,17.5174185,,0.345312562,7.373861997,7.719174559,78398,201,0,0,0,201,39228967,0,23632,20440,26824,17.3,15,19.6,5972,4769,7175,29.1,23.2,35,4153,27.2,39285,36882,41688,49143,44165,4978,10.1,4624117,139344,33185,3974271,107.285,3677269,0.92,264.8,136.42,116.39,581.934,86,80.88678589026405,30.899341356598505,12.310941071251118,7.79,0,0.564709103,238.56485443366432,1.447824301838953,-0.252191407,0.12515964240102928,
Florida | Citrus County | 2014,,12,017,12017,Florida,Citrus County,2014,138828,,1034,2430,,38,1345,1383,2253,7.448038407,17.50361057,,0.273719013,9.688212435,9.961931448,78527,233,0,0,0,233,6838164,233,27449,24009,30889,20.1,17.6,22.6,6943,5778,8108,34.1,28.4,39.8,5126,34,36383,34209,38557,47997,43733,4264,8.9,4757839,139503,34106,3845099,103.798,3675330,3.48,274.01,141.16,120.44,581.934,86.8,79.77395791692409,30.47311497257676,12.658033144785154,7.93,0,0.5656423776183479,238.56313602573488,1.6783357824070073,-7.20E-04,0.16454501390341658,
Florida | Citrus County | 2015,,12,017,12017,Florida,Citrus County,2015,140287,,1025,2580,,36,2945,2981,2253,7.344642889,18.48700357,,0.257958189,21.10241298,21.36037117,78704,354,2,0,22,378,86746331,378,24249,20812,27686,17.5,15,20,6415,5288,7542,31.4,25.9,36.9,4346,28.8,39982,37225,42739,47769,44145,3624,7.6,4993995,141133,35385,3795411,102.457,3689536,8.24,296.6,152.8,130.37,581.934,86.6,79.5340747,29.525136816343178,13.248167118610024,8.05,0,0.5610213348350168,241.07029319476092,2.6944763235367497,1.0509407324170938,0.22540018082952695,
Florida | Citrus County | 2016,,12,017,12017,Florida,Citrus County,2016,142804,,1040,2508,,45,3925,3970,2250,7.347460711,17.7186841,,0.317918973,27.72959932,28.04751829,79038,371,26,0,119,516,88490271,516,23472,20178,26766,16.6,14.3,18.9,5873,4620,7126,28.6,22.5,34.7,4217,27.8,40009,36756,43262,50907,47652,3255,6.4,5119969,143864,35589,3881586,104.783,3806087,7.57,319.05,164.37,140.23,581.934,86.7,80.46555406726279,28.96289696215725,13.12020537601933,8.05,0,0.5534718915436543,245.39552595311497,3.613344164029019,1.794179075751856,0.42437487294164633,
Florida | Citrus County | 2017,,12,017,12017,Florida,Citrus County,2017,145415,,1050,2521,,48,4022,4070,2251,7.286126175,17.49364199,,0.333080054,27.90933283,28.24241289,79514,433,22,0,91,546,101123976,33,20654,17274,24034,14.4,12,16.8,5733,4489,6977,27.1,21.2,33,3972,25.4,43147,40706,45588,50703,47859,2844,5.6,5330024,146636,36349,3704389,100,3704389,12.26,358.15,184.51,157.42,581.934,87.4,79.53175957322736,27.757282998891633,12.925840092699884,8.1,0,0.5468074132654815,249.88228905683465,3.754770828318949,1.828380157418552,0.60224196,
Florida | Citrus County | 2018,,12,017,12017,Florida,Citrus County,2018,147682,,1098,2711,,14,3860,3874,2250,7.492400127,18.49899521,,0.095531514,26.339403,26.43493451,80027,884,0,0,0,884,178005613,884,22082,18752,25412,15.2,12.9,17.5,5257,3938,6576,24.5,18.3,30.7,3370,21.3,41556,38324,44788,50304,47764,2540,5,5598283,149077,37553,3890477,105.023,3983181,12.53,403.02,207.63,177.14,581.934,88.1,79.74991637784404,27.25415238597416,13.413852154885358,8.25,0,0.5418872983843664,253.77791983283328,5.985834428,1.558986349413738,0.6451694041300859,
Florida | Citrus County | 2019,,12,017,12017,Florida,Citrus County,2019,149657,,1066,2706,,-18,3619,3601,2251,7.170266934,18.20144683,,-0.121073926,24.3425854,24.22151147,80895,709,10,0,146,865,159746234,122,22291,19165,25417,15.2,13.1,17.3,5222,3919,6525,24.5,18.4,30.6,2926,18.4,49762,46886,52638,50119,47769,2350,4.7,5916300,151450,39064,4177469,112.771,4387997,5.74,426.17,219.55,187.32,581.934,88.4,80.63164543636172,26.695580405547556,12.792880545470643,8.46,0,0.5405360257121284,257.17177549344086,5.779883333221967,1.3373329180265792,1.0846339360465862,
